Yago facts	<http://schema.org/countryOfOrigin>	100611
Yago facts	<http://schema.org/creator>	8159
Yago facts	<http://schema.org/dateCreated>	25561
Yago facts	<http://schema.org/datePublished>	207874
Yago facts	<http://schema.org/deathDate>	455095
Yago facts	<http://schema.org/deathPlace>	113155
Yago facts	<http://schema.org/depth>	0
Yago facts	<http://schema.org/director>	50315
Yago facts	<http://schema.org/dissolutionDate>	12824
Yago facts	<http://schema.org/duns>	57
Yago facts	<http://schema.org/duration>	36050
Yago facts	<http://schema.org/editor>	1144
Yago facts	<http://schema.org/elevation>	58
Yago facts	<http://schema.org/encodingFormat>	31
Yago facts	<http://schema.org/endDate>	17034
Yago facts	<http://schema.org/exampleOfWork>	47
Yago facts	<http://schema.org/familyName>	77
Yago facts	<http://schema.org/faxNumber>	1236
Yago facts	<http://schema.org/founder>	5690
Yago facts	<http://schema.org/foundingDate>	116525
Yago facts	<http://schema.org/foundingLocation>	5820
Yago facts	<http://schema.org/gender>	45
Yago facts	<http://schema.org/genre>	3965
Yago facts	<http://schema.org/geo>	291667
Yago facts	<http://schema.org/givenName>	3146
Yago facts	<http://schema.org/gtin>	2
Yago facts	<http://schema.org/hasOccupation>	678650
Yago facts	<http://schema.org/hasPart>	8099
Yago facts	<http://schema.org/height>	465
Yago facts	<http://schema.org/homeLocation>	15009
Yago facts	<http://schema.org/honorificPrefix>	5110
Yago facts	<http://schema.org/iataCode>	6075
Yago facts	<http://schema.org/icaoCode>	7826
Yago facts	<http://schema.org/illustrator>	80
Yago facts	<http://schema.org/image>	883111
Yago facts	<http://schema.org/inLanguage>	63485
Yago facts	<http://schema.org/isBasedOn>	1982
Yago facts	<http://schema.org/isPartOf>	5962
Yago facts	<http://schema.org/isbn>	213
Yago facts	<http://schema.org/issn>	3018
Yago facts	<http://schema.org/issueNumber>	1
Yago facts	<http://schema.org/iswcCode>	2318
Yago facts	<http://schema.org/knowsLanguage>	361180
Yago facts	<http://schema.org/latitude>	0
Yago facts	<http://schema.org/legalStatus>	0
Yago facts	<http://schema.org/leiCode>	2148
Yago facts	<http://schema.org/license>	0
Yago facts	<http://schema.org/location>	62783
Yago facts	<http://schema.org/locationCreated>	338
Yago facts	<http://schema.org/logo>	30016
Yago facts	<http://schema.org/longitude>	0
Yago facts	<http://schema.org/lyricist>	3661
Yago facts	<http://schema.org/material>	670
Yago facts	<http://schema.org/maxValue>	0
Yago facts	<http://schema.org/memberOf>	229090
Yago facts	<http://schema.org/minValue>	0
Yago facts	<http://schema.org/musicBy>	28133
Yago facts	<http://schema.org/musicReleaseFormat>	0
Yago facts	<http://schema.org/nationality>	620629
Yago facts	<http://schema.org/netWorth>	0
